Chemin,Instance déliberatrice,Identifiant,Majoration,Type recours,Personnalité,Décision,Code juridiction,Nom juridiction,Date,Lien fichier
../data/raw/DTA/2023/03/TA20/DTA_2100459_20230314.xml,Tribunal administratif,2100459,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,20,Tribunal Administratif de Bastia,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA20/DTA_2100459_20230314.xml
../data/raw/DTA/2023/03/TA44/DTA_2005124_20230317.xml,Tribunal administratif,2005124,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_2005124_20230317.xml
../data/raw/DTA/2023/03/TA44/DTA_1906701_20230317.xml,Tribunal administratif,1906701,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_1906701_20230317.xml
../data/raw/DTA/2023/03/TA44/DTA_2008389_20230331.xml,Tribunal administratif,2008389,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_2008389_20230331.xml
../data/raw/DTA/2023/03/TA44/DTA_2006923_20230317.xml,Tribunal administratif,2006923,40%,Plein Contentieux,Personne physique,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_2006923_20230317.xml
../data/raw/DTA/2023/03/TA44/DTA_1908628_20230331.xml,Tribunal administratif,1908628,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_1908628_20230331.xml
../data/raw/DTA/2023/03/TA44/DTA_2008420_20230331.xml,Tribunal administratif,2008420,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_2008420_20230331.xml
../data/raw/DTA/2023/03/TA44/DTA_1904628_20230317.xml,Tribunal administratif,1904628,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_1904628_20230317.xml
../data/raw/DTA/2023/03/TA44/DTA_2111806_20230317.xml,Tribunal administratif,2111806,40%,Plein Contentieux,Personne physique,Rejet,44,Tribunal Administratif de Nantes,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA44/DTA_2111806_20230317.xml
../data/raw/DTA/2023/03/TA75/DTA_2111284_20230309.xml,Tribunal administratif,2111284,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2111284_20230309.xml
../data/raw/DTA/2023/03/TA75/DTA_2108287_20230328.xml,Tribunal administratif,2108287,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2108287_20230328.xml
../data/raw/DTA/2023/03/TA75/DTA_2005395_20230321.xml,Tribunal administratif,2005395,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2005395_20230321.xml
../data/raw/DTA/2023/03/TA75/DTA_2021507_20230315.xml,Tribunal administratif,2021507,80%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2021507_20230315.xml
../data/raw/DTA/2023/03/TA75/DTA_2110073_20230329.xml,Tribunal administratif,2110073,40%,Plein Contentieux,Personne physique,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2110073_20230329.xml
../data/raw/DTA/2023/03/TA75/DTA_2006125_20230321.xml,Tribunal administratif,2006125,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2006125_20230321.xml
../data/raw/DTA/2023/03/TA75/DTA_2010615_20230315.xml,Tribunal administratif,2010615,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2010615_20230315.xml
../data/raw/DTA/2023/03/TA75/DTA_2102081_20230328.xml,Tribunal administratif,2102081,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2102081_20230328.xml
../data/raw/DTA/2023/03/TA75/DTA_1918390_20230308.xml,Tribunal administratif,1918390,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_1918390_20230308.xml
../data/raw/DTA/2023/03/TA75/DTA_2123048_20230309.xml,Tribunal administratif,2123048,80%,Other,Personne physique,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2123048_20230309.xml
../data/raw/DTA/2023/03/TA75/DTA_2021511_20230315.xml,Tribunal administratif,2021511,80%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2021511_20230315.xml
../data/raw/DTA/2023/03/TA75/DTA_2005328_20230321.xml,Tribunal administratif,2005328,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2005328_20230321.xml
../data/raw/DTA/2023/03/TA75/DTA_2004437_20230309.xml,Tribunal administratif,2004437,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2004437_20230309.xml
../data/raw/DTA/2023/03/TA75/DTA_2110069_20230329.xml,Tribunal administratif,2110069,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,75,Tribunal Administratif de Paris,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA75/DTA_2110069_20230329.xml
../data/raw/DTA/2023/03/TA21/DTA_2103058_20230307.xml,Tribunal administratif,2103058,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,21,Tribunal Administratif de Dijon,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA21/DTA_2103058_20230307.xml
../data/raw/DTA/2023/03/TA21/DTA_2101395_20230307.xml,Tribunal administratif,2101395,40%,Plein Contentieux,Personne morale,Rejet,21,Tribunal Administratif de Dijon,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA21/DTA_2101395_20230307.xml
../data/raw/DTA/2023/03/TA21/DTA_2101495_20230307.xml,Tribunal administratif,2101495,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,21,Tribunal Administratif de Dijon,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA21/DTA_2101495_20230307.xml
../data/raw/DTA/2023/03/TA21/DTA_2201914_20230328.xml,Tribunal administratif,2201914,40%,Plein Contentieux,Personne physique,Rejet,21,Tribunal Administratif de Dijon,2023-3,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/03/TA21/DTA_2201914_20230328.xml
../data/raw/DTA/2023/05/TA31/DTA_2100824_20230509.xml,Tribunal administratif,2100824,40%,Plein Contentieux,Personne morale,Rejet,31,Tribunal Administratif de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA31/DTA_2100824_20230509.xml
../data/raw/DTA/2023/05/TA31/DTA_2101283_20230509.xml,Tribunal administratif,2101283,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,31,Tribunal Administratif de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA31/DTA_2101283_20230509.xml
../data/raw/DTA/2023/05/TA31/DTA_2004201_20230530.xml,Tribunal administratif,2004201,40%,Plein Contentieux,Personne morale,Rejet,31,Tribunal Administratif de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA31/DTA_2004201_20230530.xml
../data/raw/DTA/2023/05/TA38/DTA_2000976_20230526.xml,Tribunal administratif,2000976,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2000976_20230526.xml
../data/raw/DTA/2023/05/TA38/DTA_2005045_20230526.xml,Tribunal administratif,2005045,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2005045_20230526.xml
../data/raw/DTA/2023/05/TA38/DTA_2004943_20230526.xml,Tribunal administratif,2004943,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2004943_20230526.xml
../data/raw/DTA/2023/05/TA38/DTA_2001122_20230526.xml,Tribunal administratif,2001122,40%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2001122_20230526.xml
../data/raw/DTA/2023/05/TA38/DTA_2005882_20230511.xml,Tribunal administratif,2005882,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2005882_20230511.xml
../data/raw/DTA/2023/05/TA38/DTA_2005018_20230511.xml,Tribunal administratif,2005018,80%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2005018_20230511.xml
../data/raw/DTA/2023/05/TA38/DTA_2005729_20230511.xml,Tribunal administratif,2005729,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2005729_20230511.xml
../data/raw/DTA/2023/05/TA38/DTA_2001717_20230526.xml,Tribunal administratif,2001717,80%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2001717_20230526.xml
../data/raw/DTA/2023/05/TA38/DTA_2000696_20230511.xml,Tribunal administratif,2000696,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2000696_20230511.xml
../data/raw/DTA/2023/05/TA38/DTA_2000655_20230511.xml,Tribunal administratif,2000655,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2000655_20230511.xml
../data/raw/DTA/2023/05/TA38/DTA_2101086_20230531.xml,Tribunal administratif,2101086,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA38/DTA_2101086_20230531.xml
../data/raw/DTA/2023/05/TA101/DTA_2000621_20230502.xml,Tribunal administratif,2000621,40%,Plein Contentieux,Personne morale,Rejet,101,Tribunal Administratif de La Réunion,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA101/DTA_2000621_20230502.xml
../data/raw/DTA/2023/05/TA101/DTA_2000622_20230502.xml,Tribunal administratif,2000622,40%,Plein Contentieux,Personne morale,Rejet,101,Tribunal Administratif de La Réunion,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA101/DTA_2000622_20230502.xml
../data/raw/DTA/2023/05/TA63/DTA_2002070_20230511.xml,Tribunal administratif,2002070,80%,Plein Contentieux,Personne physique,Rejet,63,Tribunal Administratif de Clermont-Ferrand,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA63/DTA_2002070_20230511.xml
../data/raw/DTA/2023/05/TA64/DTA_2002203_20230522.xml,Tribunal administratif,2002203,40%,Plein Contentieux,Personne morale,Rejet,64,Tribunal Administratif de Pau,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA64/DTA_2002203_20230522.xml
../data/raw/DTA/2023/05/TA64/DTA_2101019_20230503.xml,Tribunal administratif,2101019,40%,Plein Contentieux,Personne morale,Rejet,64,Tribunal Administratif de Pau,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA64/DTA_2101019_20230503.xml
../data/raw/DTA/2023/05/TA06/DTA_2002278_20230525.xml,Tribunal administratif,2002278,40%,Plein Contentieux,Personne morale,Rejet,6,Tribunal Administratif de Nice,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA06/DTA_2002278_20230525.xml
../data/raw/DTA/2023/05/TA06/DTA_2002580_20230524.xml,Tribunal administratif,2002580,100%,Plein Contentieux,Personne morale,Satisfaction Partielle,6,Tribunal Administratif de Nice,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA06/DTA_2002580_20230524.xml
../data/raw/DTA/2023/05/TA06/DTA_1904440_20230524.xml,Tribunal administratif,1904440,40%,Plein Contentieux,Personne morale,Rejet,6,Tribunal Administratif de Nice,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA06/DTA_1904440_20230524.xml
../data/raw/DTA/2023/05/TA06/DTA_2002443_20230524.xml,Tribunal administratif,2002443,40%,Plein Contentieux,Personne morale,Rejet,6,Tribunal Administratif de Nice,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA06/DTA_2002443_20230524.xml
../data/raw/DTA/2023/05/TA06/DTA_2002437_20230524.xml,Tribunal administratif,2002437,40%,Plein Contentieux,Personne morale,Rejet,6,Tribunal Administratif de Nice,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA06/DTA_2002437_20230524.xml
../data/raw/DTA/2023/05/TA30/DTA_2100960_20230522.xml,Tribunal administratif,2100960,40%,Plein Contentieux,Personne morale,Rejet,30,Tribunal Administratif de Nîmes,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA30/DTA_2100960_20230522.xml
../data/raw/DTA/2023/05/TA83/DTA_2002765_20230504.xml,Tribunal administratif,2002765,100%,Plein Contentieux,Personne physique,Rejet,83,Tribunal Administratif de Toulon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA83/DTA_2002765_20230504.xml
../data/raw/DTA/2023/05/TA83/DTA_2002752_20230504.xml,Tribunal administratif,2002752,100%,Plein Contentieux,Personne physique,Rejet,83,Tribunal Administratif de Toulon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA83/DTA_2002752_20230504.xml
../data/raw/DTA/2023/05/TA83/DTA_2003589_20230511.xml,Tribunal administratif,2003589,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA83/DTA_2003589_20230511.xml
../data/raw/DTA/2023/05/TA83/DTA_2100406_20230511.xml,Tribunal administratif,2100406,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,83,Tribunal Administratif de Toulon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA83/DTA_2100406_20230511.xml
../data/raw/DTA/2023/05/TA83/DTA_2002060_20230511.xml,Tribunal administratif,2002060,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA83/DTA_2002060_20230511.xml
../data/raw/DTA/2023/05/TA77/DTA_2005730_20230511.xml,Tribunal administratif,2005730,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_2005730_20230511.xml
../data/raw/DTA/2023/05/TA77/DTA_1911138_20230525.xml,Tribunal administratif,1911138,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_1911138_20230525.xml
../data/raw/DTA/2023/05/TA77/DTA_1911244_20230525.xml,Tribunal administratif,1911244,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_1911244_20230525.xml
../data/raw/DTA/2023/05/TA77/DTA_2004295_20230525.xml,Tribunal administratif,2004295,40%,Interprétation,Personne morale,Satisfaction Partielle,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_2004295_20230525.xml
../data/raw/DTA/2023/05/TA77/DTA_2006188_20230504.xml,Tribunal administratif,2006188,40%,Plein Contentieux,Personne physique,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_2006188_20230504.xml
../data/raw/DTA/2023/05/TA77/DTA_2004700_20230525.xml,Tribunal administratif,2004700,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_2004700_20230525.xml
../data/raw/DTA/2023/05/TA77/DTA_1909981_20230511.xml,Tribunal administratif,1909981,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA77/DTA_1909981_20230511.xml
../data/raw/DTA/2023/05/TA25/DTA_2001278_20230523.xml,Tribunal administratif,2001278,40%,Plein Contentieux,Personne morale,Rejet,25,Tribunal Administratif de Besançon,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA25/DTA_2001278_20230523.xml
../data/raw/DTA/2023/05/TA13/DTA_2108052_20230530.xml,Tribunal administratif,2108052,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA13/DTA_2108052_20230530.xml
../data/raw/DTA/2023/05/TA13/DTA_2106960_20230516.xml,Tribunal administratif,2106960,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA13/DTA_2106960_20230516.xml
../data/raw/DTA/2023/05/TA13/DTA_2105272_20230516.xml,Tribunal administratif,2105272,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA13/DTA_2105272_20230516.xml
../data/raw/DTA/2023/05/TA13/DTA_2110949_20230509.xml,Tribunal administratif,2110949,40%,Plein Contentieux,Personne physique,Rejet,13,Tribunal Administratif de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA13/DTA_2110949_20230509.xml
../data/raw/DTA/2023/05/TA78/DTA_2105481_20230523.xml,Tribunal administratif,2105481,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA78/DTA_2105481_20230523.xml
../data/raw/DTA/2023/05/TA78/DTA_2106541_20230523.xml,Tribunal administratif,2106541,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA78/DTA_2106541_20230523.xml
../data/raw/DTA/2023/05/TA78/DTA_2104208_20230525.xml,Tribunal administratif,2104208,40%,Plein Contentieux,Personne physique,Rejet,78,Tribunal Administratif de VERSAILLES,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA78/DTA_2104208_20230525.xml
../data/raw/DTA/2023/05/TA78/DTA_2101104_20230525.xml,Tribunal administratif,2101104,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA78/DTA_2101104_20230525.xml
../data/raw/DTA/2023/05/TA78/DTA_2109232_20230525.xml,Tribunal administratif,2109232,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA78/DTA_2109232_20230525.xml
../data/raw/DTA/2023/05/TA76/DTA_2101796_20230530.xml,Tribunal administratif,2101796,40%,Plein Contentieux,Personne physique,Rejet,76,Tribunal Administratif de Rouen,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA76/DTA_2101796_20230530.xml
../data/raw/DTA/2023/05/TA76/DTA_2003303_20230530.xml,Tribunal administratif,2003303,40%,Plein Contentieux,Personne physique,Rejet,76,Tribunal Administratif de Rouen,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA76/DTA_2003303_20230530.xml
../data/raw/DTA/2023/05/TA35/DTA_2104315_20230531.xml,Tribunal administratif,2104315,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,35,Tribunal Administratif de Rennes,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA35/DTA_2104315_20230531.xml
../data/raw/DTA/2023/05/TA102/DTA_2200375_20230504.xml,Tribunal administratif,2200375,40%,Plein Contentieux,Personne morale,Rejet,102,Tribunal Administratif de la Martinique,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA102/DTA_2200375_20230504.xml
../data/raw/DTA/2023/05/TA105/DTA_2100049_20230504.xml,Tribunal administratif,2100049,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,105,Tribunal Administratif de la Guadeloupe,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA105/DTA_2100049_20230504.xml
../data/raw/DTA/2023/05/TA95/DTA_1912070_20230523.xml,Tribunal administratif,1912070,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,95,Tribunal Administratif de Cergy-Pontoise,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA95/DTA_1912070_20230523.xml
../data/raw/DTA/2023/05/TA95/DTA_1912396_20230523.xml,Tribunal administratif,1912396,40%,Plein Contentieux,Personne physique,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA95/DTA_1912396_20230523.xml
../data/raw/DTA/2023/05/TA95/DTA_1913599_20230523.xml,Tribunal administratif,1913599,40%,Plein Contentieux,Personne morale,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA95/DTA_1913599_20230523.xml
../data/raw/DTA/2023/05/TA95/DTA_2002411_20230512.xml,Tribunal administratif,2002411,40%,Plein Contentieux,Personne physique,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA95/DTA_2002411_20230512.xml
../data/raw/DTA/2023/05/TA34/DTA_2120342_20230509.xml,Tribunal administratif,2120342,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA34/DTA_2120342_20230509.xml
../data/raw/DTA/2023/05/TA34/DTA_2101764_20230509.xml,Tribunal administratif,2101764,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA34/DTA_2101764_20230509.xml
../data/raw/DTA/2023/05/TA34/DTA_2122232_20230509.xml,Tribunal administratif,2122232,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA34/DTA_2122232_20230509.xml
../data/raw/DTA/2023/05/TA33/DTA_2102044_20230517.xml,Tribunal administratif,2102044,40%,Plein Contentieux,Personne morale,Rejet,33,Tribunal Administratif de Bordeaux,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2023/05/TA33/DTA_2102044_20230517.xml
