Chemin,Instance déliberatrice,Identifiant,Majoration,Type recours,Personnalité,Décision,Code juridiction,Nom juridiction,Date,Lien fichier
../data/raw/DTA/2022/11/TA38/DTA_2002498_20221114.xml,Tribunal administratif,2002498,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,38,Tribunal Administratif de Grenoble,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA38/DTA_2002498_20221114.xml
../data/raw/DTA/2022/11/TA38/DTA_2006107_20221114.xml,Tribunal administratif,2006107,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA38/DTA_2006107_20221114.xml
../data/raw/DTA/2022/11/TA38/DTA_1905044_20221125.xml,Tribunal administratif,1905044,40%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA38/DTA_1905044_20221125.xml
../data/raw/DTA/2022/11/TA38/DTA_1905713_20221110.xml,Tribunal administratif,1905713,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,38,Tribunal Administratif de Grenoble,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA38/DTA_1905713_20221110.xml
../data/raw/DTA/2022/11/TA63/DTA_1902047_20221125.xml,Tribunal administratif,1902047,40%,Plein Contentieux,Personne morale,Rejet,63,Tribunal Administratif de Clermont-Ferrand,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA63/DTA_1902047_20221125.xml
../data/raw/DTA/2022/11/TA64/DTA_2000505_20221117.xml,Tribunal administratif,2000505,40%,Plein Contentieux,Personne morale,Rejet,64,Tribunal Administratif de Pau,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA64/DTA_2000505_20221117.xml
../data/raw/DTA/2022/11/TA06/DTA_1904663_20221110.xml,Tribunal administratif,1904663,40%,Plein Contentieux,Personne morale,Satisfaction Totale,6,Tribunal Administratif de Nice,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA06/DTA_1904663_20221110.xml
../data/raw/DTA/2022/11/TA30/DTA_2002620_20221109.xml,Tribunal administratif,2002620,40%,Plein Contentieux,Personne physique,Rejet,30,Tribunal Administratif de Nîmes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA30/DTA_2002620_20221109.xml
../data/raw/DTA/2022/11/TA30/DTA_2002167_20221109.xml,Tribunal administratif,2002167,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,30,Tribunal Administratif de Nîmes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA30/DTA_2002167_20221109.xml
../data/raw/DTA/2022/11/TA30/DTA_2002335_20221109.xml,Tribunal administratif,2002335,40%,Plein Contentieux,Personne physique,Rejet,30,Tribunal Administratif de Nîmes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA30/DTA_2002335_20221109.xml
../data/raw/DTA/2022/11/TA30/DTA_2003002_20221109.xml,Tribunal administratif,2003002,40%,Plein Contentieux,Personne morale,Rejet,30,Tribunal Administratif de Nîmes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA30/DTA_2003002_20221109.xml
../data/raw/DTA/2022/11/TA83/DTA_2002781_20221121.xml,Tribunal administratif,2002781,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA83/DTA_2002781_20221121.xml
../data/raw/DTA/2022/11/TA83/DTA_2002778_20221121.xml,Tribunal administratif,2002778,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA83/DTA_2002778_20221121.xml
../data/raw/DTA/2022/11/TA77/DTA_1903162_20221104.xml,Tribunal administratif,1903162,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA77/DTA_1903162_20221104.xml
../data/raw/DTA/2022/11/TA77/DTA_1910496_20221125.xml,Tribunal administratif,1910496,40%,Plein Contentieux,Personne physique,Rejet,77,Tribunal Administratif de MELUN,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA77/DTA_1910496_20221125.xml
../data/raw/DTA/2022/11/TA77/DTA_1809253_20221104.xml,Tribunal administratif,1809253,40%,Plein Contentieux,Personne physique,Rejet,77,Tribunal Administratif de MELUN,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA77/DTA_1809253_20221104.xml
../data/raw/DTA/2022/11/TA77/DTA_1805308_20221104.xml,Tribunal administratif,1805308,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA77/DTA_1805308_20221104.xml
../data/raw/DTA/2022/11/TA13/DTA_2009756_20221121.xml,Tribunal administratif,2009756,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2009756_20221121.xml
../data/raw/DTA/2022/11/TA13/DTA_2007137_20221124.xml,Tribunal administratif,2007137,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2007137_20221124.xml
../data/raw/DTA/2022/11/TA13/DTA_2008673_20221104.xml,Tribunal administratif,2008673,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2008673_20221104.xml
../data/raw/DTA/2022/11/TA13/DTA_2008318_20221124.xml,Tribunal administratif,2008318,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2008318_20221124.xml
../data/raw/DTA/2022/11/TA13/DTA_2006283_20221124.xml,Tribunal administratif,2006283,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2006283_20221124.xml
../data/raw/DTA/2022/11/TA13/DTA_2008313_20221124.xml,Tribunal administratif,2008313,40%,Plein Contentieux,Personne morale,Rejet,13,Tribunal Administratif de Marseille,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA13/DTA_2008313_20221124.xml
../data/raw/DTA/2022/11/TA78/DTA_2004793_20221117.xml,Tribunal administratif,2004793,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2004793_20221117.xml
../data/raw/DTA/2022/11/TA78/DTA_2102716_20221129.xml,Tribunal administratif,2102716,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2102716_20221129.xml
../data/raw/DTA/2022/11/TA78/DTA_2107655_20221129.xml,Tribunal administratif,2107655,80%,Plein Contentieux,Personne morale,Satisfaction Partielle,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2107655_20221129.xml
../data/raw/DTA/2022/11/TA78/DTA_2004787_20221129.xml,Tribunal administratif,2004787,80%,Plein Contentieux,Personne physique,Rejet,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2004787_20221129.xml
../data/raw/DTA/2022/11/TA78/DTA_2008862_20221108.xml,Tribunal administratif,2008862,40%,Plein Contentieux,Personne morale,Satisfaction Totale,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2008862_20221108.xml
../data/raw/DTA/2022/11/TA78/DTA_2006786_20221117.xml,Tribunal administratif,2006786,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA78/DTA_2006786_20221117.xml
../data/raw/DTA/2022/11/TA76/DTA_2100299_20221122.xml,Tribunal administratif,2100299,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,76,Tribunal Administratif de Rouen,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA76/DTA_2100299_20221122.xml
../data/raw/DTA/2022/11/TA76/DTA_2101109_20221122.xml,Tribunal administratif,2101109,100%,Plein Contentieux,Personne morale,Rejet,76,Tribunal Administratif de Rouen,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA76/DTA_2101109_20221122.xml
../data/raw/DTA/2022/11/TA35/DTA_2003014_20221109.xml,Tribunal administratif,2003014,40%,Plein Contentieux,Personne morale,Rejet,35,Tribunal Administratif de Rennes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA35/DTA_2003014_20221109.xml
../data/raw/DTA/2022/11/TA35/DTA_2003012_20221109.xml,Tribunal administratif,2003012,40%,Plein Contentieux,Personne morale,Rejet,35,Tribunal Administratif de Rennes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA35/DTA_2003012_20221109.xml
../data/raw/DTA/2022/11/TA35/DTA_2101081_20221109.xml,Tribunal administratif,2101081,40%,Plein Contentieux,Personne morale,Satisfaction Totale,35,Tribunal Administratif de Rennes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA35/DTA_2101081_20221109.xml
../data/raw/DTA/2022/11/TA35/DTA_2100084_20221109.xml,Tribunal administratif,2100084,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,35,Tribunal Administratif de Rennes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA35/DTA_2100084_20221109.xml
../data/raw/DTA/2022/11/TA95/DTA_1908529_20221125.xml,Tribunal administratif,1908529,40%,Plein Contentieux,Personne morale,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_1908529_20221125.xml
../data/raw/DTA/2022/11/TA95/DTA_2002294_20221128.xml,Tribunal administratif,2002294,40%,Plein Contentieux,Personne morale,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_2002294_20221128.xml
../data/raw/DTA/2022/11/TA95/DTA_2002229_20221128.xml,Tribunal administratif,2002229,40%,Plein Contentieux,Personne physique,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_2002229_20221128.xml
../data/raw/DTA/2022/11/TA95/DTA_1915959_20221125.xml,Tribunal administratif,1915959,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_1915959_20221125.xml
../data/raw/DTA/2022/11/TA95/DTA_1907465_20221115.xml,Tribunal administratif,1907465,40%,Plein Contentieux,Personne morale,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_1907465_20221115.xml
../data/raw/DTA/2022/11/TA95/DTA_1910594_20221125.xml,Tribunal administratif,1910594,40%,Plein Contentieux,Personne morale,Rejet,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_1910594_20221125.xml
../data/raw/DTA/2022/11/TA95/DTA_1911588_20221115.xml,Tribunal administratif,1911588,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,95,Tribunal Administratif de Cergy-Pontoise,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA95/DTA_1911588_20221115.xml
../data/raw/DTA/2022/11/TA34/DTA_2120042_20221107.xml,Tribunal administratif,2120042,80%,Plein Contentieux,Personne physique,Satisfaction Totale,34,Tribunal Administratif de Montpellier,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA34/DTA_2120042_20221107.xml
../data/raw/DTA/2022/11/TA34/DTA_2023949_20221121.xml,Tribunal administratif,2023949,40%,Plein Contentieux,Personne physique,Rejet,34,Tribunal Administratif de Montpellier,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA34/DTA_2023949_20221121.xml
../data/raw/DTA/2022/11/TA34/DTA_2003986_20221107.xml,Tribunal administratif,2003986,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,34,Tribunal Administratif de Montpellier,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA34/DTA_2003986_20221107.xml
../data/raw/DTA/2022/11/TA34/DTA_2026732_20221121.xml,Tribunal administratif,2026732,40%,Plein Contentieux,Personne physique,Rejet,34,Tribunal Administratif de Montpellier,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA34/DTA_2026732_20221121.xml
../data/raw/DTA/2022/11/TA34/DTA_2005507_20221107.xml,Tribunal administratif,2005507,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA34/DTA_2005507_20221107.xml
../data/raw/DTA/2022/11/TA33/DTA_2101178_20221117.xml,Tribunal administratif,2101178,40%,Plein Contentieux,Personne physique,Rejet,33,Tribunal Administratif de Bordeaux,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA33/DTA_2101178_20221117.xml
../data/raw/DTA/2022/11/TA33/DTA_2004952_20221103.xml,Tribunal administratif,2004952,40%,Plein Contentieux,Personne morale,Rejet,33,Tribunal Administratif de Bordeaux,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA33/DTA_2004952_20221103.xml
../data/raw/DTA/2022/11/TA33/DTA_2102352_20221103.xml,Tribunal administratif,2102352,40%,Plein Contentieux,Personne morale,Rejet,33,Tribunal Administratif de Bordeaux,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA33/DTA_2102352_20221103.xml
../data/raw/DTA/2022/11/TA93/DTA_2105629_20221129.xml,Tribunal administratif,2105629,40%,Plein Contentieux,Personne morale,Rejet,93,Tribunal Administratif de Montreuil,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA93/DTA_2105629_20221129.xml
../data/raw/DTA/2022/11/TA69/DTA_2105759_20221108.xml,Tribunal administratif,2105759,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2105759_20221108.xml
../data/raw/DTA/2022/11/TA69/DTA_2102985_20221122.xml,Tribunal administratif,2102985,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2102985_20221122.xml
../data/raw/DTA/2022/11/TA69/DTA_2102264_20221108.xml,Tribunal administratif,2102264,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2102264_20221108.xml
../data/raw/DTA/2022/11/TA69/DTA_2105639_20221129.xml,Tribunal administratif,2105639,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2105639_20221129.xml
../data/raw/DTA/2022/11/TA69/DTA_2102984_20221122.xml,Tribunal administratif,2102984,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2102984_20221122.xml
../data/raw/DTA/2022/11/TA69/DTA_2102944_20221115.xml,Tribunal administratif,2102944,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2102944_20221115.xml
../data/raw/DTA/2022/11/TA69/DTA_2106708_20221108.xml,Tribunal administratif,2106708,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2106708_20221108.xml
../data/raw/DTA/2022/11/TA69/DTA_2103573_20221122.xml,Tribunal administratif,2103573,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2103573_20221122.xml
../data/raw/DTA/2022/11/TA69/DTA_2105878_20221122.xml,Tribunal administratif,2105878,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2105878_20221122.xml
../data/raw/DTA/2022/11/TA69/DTA_2103770_20221115.xml,Tribunal administratif,2103770,40%,Plein Contentieux,Personne physique,Rejet,69,Tribunal Administratif de Lyon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA69/DTA_2103770_20221115.xml
../data/raw/DTA/2022/11/TA51/DTA_2100797_20221103.xml,Tribunal administratif,2100797,40%,Plein Contentieux,Personne morale,Rejet,51,Tribunal Administratif de Châlons-en-Champagne,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA51/DTA_2100797_20221103.xml
../data/raw/DTA/2022/11/TA51/DTA_2100798_20221103.xml,Tribunal administratif,2100798,40%,Plein Contentieux,Personne morale,Rejet,51,Tribunal Administratif de Châlons-en-Champagne,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA51/DTA_2100798_20221103.xml
../data/raw/DTA/2022/11/TA87/DTA_2001070_20221117.xml,Tribunal administratif,2001070,80%,Plein Contentieux,Personne morale,Rejet,87,Tribunal Administratif de Limoges,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA87/DTA_2001070_20221117.xml
../data/raw/DTA/2022/11/TA87/DTA_2001520_20221117.xml,Tribunal administratif,2001520,40%,Plein Contentieux,Personne morale,Satisfaction Totale,87,Tribunal Administratif de Limoges,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA87/DTA_2001520_20221117.xml
../data/raw/DTA/2022/11/TA80/DTA_2002627_20221117.xml,Tribunal administratif,2002627,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,80,Tribunal Administratif d'Amiens,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA80/DTA_2002627_20221117.xml
../data/raw/DTA/2022/11/TA45/DTA_2003806_20221118.xml,Tribunal administratif,2003806,40%,Plein Contentieux,Personne physique,Rejet,45,Tribunal Administratif d'Orléans,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA45/DTA_2003806_20221118.xml
../data/raw/DTA/2022/11/TA45/DTA_2001571_20221118.xml,Tribunal administratif,2001571,40%,Plein Contentieux,Personne physique,Rejet,45,Tribunal Administratif d'Orléans,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA45/DTA_2001571_20221118.xml
../data/raw/DTA/2022/11/TA20/DTA_2001172_20221118.xml,Tribunal administratif,2001172,40%,Plein Contentieux,Personne morale,Rejet,20,Tribunal Administratif de Bastia,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA20/DTA_2001172_20221118.xml
../data/raw/DTA/2022/11/TA20/DTA_2001038_20221118.xml,Tribunal administratif,2001038,40%,Plein Contentieux,Personne morale,Rejet,20,Tribunal Administratif de Bastia,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA20/DTA_2001038_20221118.xml
../data/raw/DTA/2022/11/TA20/DTA_2001037_20221118.xml,Tribunal administratif,2001037,40%,Plein Contentieux,Personne morale,Rejet,20,Tribunal Administratif de Bastia,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA20/DTA_2001037_20221118.xml
../data/raw/DTA/2022/11/TA44/DTA_1805706_20221114.xml,Tribunal administratif,1805706,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA44/DTA_1805706_20221114.xml
../data/raw/DTA/2022/11/TA44/DTA_1810266_20221114.xml,Tribunal administratif,1810266,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA44/DTA_1810266_20221114.xml
../data/raw/DTA/2022/11/TA44/DTA_2208804_20221114.xml,Tribunal administratif,2208804,40%,Plein Contentieux,Personne physique,Rejet,44,Tribunal Administratif de Nantes,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA44/DTA_2208804_20221114.xml
../data/raw/DTA/2022/11/TA75/DTA_2102350_20221115.xml,Tribunal administratif,2102350,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2102350_20221115.xml
../data/raw/DTA/2022/11/TA75/DTA_2108158_20221115.xml,Tribunal administratif,2108158,40%,Plein Contentieux,Personne morale,Satisfaction Totale,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2108158_20221115.xml
../data/raw/DTA/2022/11/TA75/DTA_2110067_20221130.xml,Tribunal administratif,2110067,40%,Plein Contentieux,Personne physique,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2110067_20221130.xml
../data/raw/DTA/2022/11/TA75/DTA_2021794_20221115.xml,Tribunal administratif,2021794,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2021794_20221115.xml
../data/raw/DTA/2022/11/TA75/DTA_2005989_20221130.xml,Tribunal administratif,2005989,40%,Plein Contentieux,Personne physique,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2005989_20221130.xml
../data/raw/DTA/2022/11/TA75/DTA_2015996_20221116.xml,Tribunal administratif,2015996,40%,Plein Contentieux,Personne physique,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2015996_20221116.xml
../data/raw/DTA/2022/11/TA75/DTA_2018228_20221108.xml,Tribunal administratif,2018228,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2018228_20221108.xml
../data/raw/DTA/2022/11/TA75/DTA_2021791_20221115.xml,Tribunal administratif,2021791,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2021791_20221115.xml
../data/raw/DTA/2022/11/TA75/DTA_2014692_20221130.xml,Tribunal administratif,2014692,40%,Plein Contentieux,Personne physique,Rejet,75,Tribunal Administratif de Paris,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA75/DTA_2014692_20221130.xml
../data/raw/DTA/2022/11/TA86/DTA_2100986_20221122.xml,Tribunal administratif,2100986,40%,Plein Contentieux,Personne physique,Rejet,86,Tribunal Administratif de Poitiers,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA86/DTA_2100986_20221122.xml
../data/raw/DTA/2022/11/TA86/DTA_2001203_20221122.xml,Tribunal administratif,2001203,40%,Plein Contentieux,Personne morale,Satisfaction Totale,86,Tribunal Administratif de Poitiers,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA86/DTA_2001203_20221122.xml
../data/raw/DTA/2022/11/TA21/DTA_2001983_20221110.xml,Tribunal administratif,2001983,40%,Plein Contentieux,Personne morale,Rejet,21,Tribunal Administratif de Dijon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA21/DTA_2001983_20221110.xml
../data/raw/DTA/2022/11/TA21/DTA_2001982_20221110.xml,Tribunal administratif,2001982,40%,Plein Contentieux,Personne morale,Rejet,21,Tribunal Administratif de Dijon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA21/DTA_2001982_20221110.xml
